date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:31:54	35049/35049	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/video-play-icon.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/video-play-icon.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:55	1184/1184	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/heart-blank.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/heart-blank.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:55	1530/1530	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:45%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/bell.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/bell.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:56	16344/16344	---M--	200	added ('OK')	image/png	date:Sat,%2014%20Oct%202023%2017:33:46%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-product-resized.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-product-resized.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:56	261/261	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/minus-icon.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/minus-icon.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:57	398/398	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:47%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/plus-icon.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/plus-icon.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:57	332893/332893	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:52%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-product.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cart-product.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:57	1189/1189	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:45%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/bell-ring.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/bell-ring.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:57	1773/1773	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2014%20Oct%202023%2017:33:46%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cross-close-modal.svg	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/cross-close-modal.svg	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:58	435046/435046	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Oct%202023%2005:46:53%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/Ring-1.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/img/Ring-1.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
11:31:58	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:56%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/ionicons/css/ionicons.min.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/ionicons/css/ionicons.min.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css)
11:31:59	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:56%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/material-design-iconic-font/css/material-design-iconic-font.min.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/material-design-iconic-font/css/material-design-iconic-font.min.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css)
11:31:59	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:57%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/font_awesome/css/all.min.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/font_awesome/css/all.min.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css)
11:32:00	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:57%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/font_awesome/css/v4-shims.min.css	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/font_awesome/css/v4-shims.min.css	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/onsenui2.min.css)
11:32:00	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:58%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/assets/img/left-side-bg-resized.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/assets/img/left-side-bg-resized.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/style.css)
11:32:01	31412/31412	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Oct%202023%2006:01:58%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/assets/img/showcase-slide-image.png	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/assets/img/showcase-slide-image.png	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/css/style.css)
11:32:57	5831612/5831612	---M--	200	added ('OK')	video/mp4	date:Sat,%2014%20Oct%202023%2017:33:48%20GMT	https://metaverse.tech2edge.co/diyora-kiosk-sim/assets/video/R_PTRG00451-PA1163%20(30CT).mp4	C:/My%20Web%20Sites/onsen-diyora/metaverse.tech2edge.co/diyora-kiosk-sim/assets/video/R_PTRG00451-PA1163%20(30CT).mp4	(from https://metaverse.tech2edge.co/diyora-kiosk-sim/)
